Player,Pos,Age,Tm,G,GS,MP/G,FG/G,FGA/G,FG%,3P/G,3PA/G,3P%,2P/G,2PA/G,2P%,eFG%,FT/G,FTA/G,FT%,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G
Bryce Drew,PG,28,NOH,13,0,6.1,0.6,2.1,.296,0.2,0.5,.429,0.4,1.5,.250,.352,0.0,0.0,,0.3,0.7,1.0,0.8,0.2,0.0,0.2,0.2,1.5
Predrag Drobnjak,C,27,SEA,82,69,24.2,4.0,9.6,.412,0.4,1.0,.353,3.6,8.6,.419,.431,1.1,1.4,.791,1.4,2.5,3.9,1.0,0.6,0.5,0.8,2.2,9.4
Chris Dudley,C,37,POR,3,0,3.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.7,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0
Tim Duncan,PF,26,SAS,81,81,39.3,8.8,17.2,.513,0.1,0.3,.273,8.7,16.9,.517,.515,5.6,7.8,.710,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3
Mike Dunleavy,SF,22,GSW,82,3,15.9,2.0,5.1,.403,0.6,1.8,.347,1.4,3.3,.434,.465,1.0,1.2,.780,0.8,1.8,2.6,1.3,0.6,0.2,1.0,1.5,5.7
Howard Eisley,PG,30,NYK,82,76,27.4,3.2,7.7,.417,1.6,4.1,.389,1.6,3.5,.450,.521,1.1,1.3,.848,0.3,2.0,2.3,5.4,0.9,0.1,1.8,2.7,9.1
LaPhonso Ellis,PF,32,MIA,55,3,14.3,1.8,4.8,.382,0.5,1.9,.252,1.3,2.8,.471,.433,0.9,1.2,.758,0.8,2.1,2.9,0.3,0.3,0.3,0.6,1.6,5.0
Melvin Ely,C,24,LAC,52,7,15.4,1.8,3.6,.495,0.0,0.0,,1.8,3.6,.495,.495,1.0,1.4,.703,1.2,2.1,3.3,0.3,0.2,0.6,1.0,1.8,4.5
Evan Eschmeyer,C,27,DAL,17,3,7.9,0.4,1.1,.368,0.0,0.0,,0.4,1.1,.368,.368,0.2,0.2,.750,0.6,1.1,1.7,0.4,0.6,0.4,0.4,2.1,1.0
Reggie Evans,PF,22,SEA,67,60,20.4,1.0,2.1,.471,0.0,0.0,,1.0,2.1,.471,.471,1.2,2.3,.519,2.5,4.1,6.6,0.5,0.6,0.2,0.8,2.6,3.2
Danny Ferry,SF,36,SAS,64,1,9.4,0.7,1.9,.355,0.3,0.9,.350,0.4,1.0,.359,.440,0.2,0.2,.769,0.3,0.9,1.2,0.3,0.1,0.1,0.4,0.9,1.9
Michael Finley,SF,29,DAL,69,69,38.3,7.3,17.3,.425,1.7,4.7,.370,5.6,12.6,.445,.475,2.9,3.3,.861,1.6,4.3,5.8,3.0,1.1,0.3,1.7,1.5,19.3
Derek Fisher,PG,28,LAL,82,82,34.5,4.1,9.5,.437,1.0,2.6,.401,3.1,6.9,.451,.492,1.2,1.5,.800,0.5,2.4,2.9,3.6,1.1,0.2,1.1,2.4,10.5
Marcus Fizer,PF,24,CHI,38,0,21.3,4.7,10.1,.465,0.0,0.2,.167,4.7,9.9,.469,.466,2.3,3.5,.657,2.1,3.6,5.7,1.3,0.4,0.4,1.5,2.3,11.7
Alton Ford,PF,21,PHO,11,0,2.8,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.1,0.3,.333,0.0,0.5,0.5,0.1,0.0,0.0,0.2,0.6,0.6
Joseph Forte,SG,21,SEA,17,0,5.1,0.6,2.1,.286,0.0,0.2,.000,0.6,1.9,.313,.286,0.2,0.4,.667,0.2,0.4,0.6,0.6,0.2,0.0,0.6,0.4,1.4
Danny Fortson,PF,26,GSW,17,0,13.1,1.2,3.2,.370,0.0,0.1,.000,1.2,3.1,.377,.370,1.1,1.7,.655,1.6,2.6,4.3,0.7,0.5,0.0,0.9,2.5,3.5
Greg Foster,C,34,TOR,29,9,18.6,1.6,4.2,.385,0.0,0.1,.250,1.6,4.1,.390,.389,0.9,1.1,.813,1.0,2.5,3.5,0.4,0.0,0.3,1.0,2.8,4.2
Jeff Foster,C,26,IND,77,2,10.4,0.8,2.3,.360,0.0,0.0,.000,0.8,2.3,.364,.360,0.4,0.8,.540,1.5,2.1,3.6,0.7,0.4,0.3,0.4,1.3,2.1
Tremaine Fowlkes,SF,26,LAC,37,10,15.5,1.5,3.5,.438,0.1,0.2,.222,1.5,3.2,.454,.445,1.4,1.6,.847,1.1,1.7,2.8,0.6,0.7,0.1,0.5,1.7,4.4
Rick Fox,SF,33,LAL,76,75,28.7,3.4,8.2,.422,1.4,3.7,.375,2.1,4.5,.460,.506,0.7,0.9,.754,0.8,3.4,4.3,3.3,0.9,0.2,1.6,2.8,9.0
Adonal Foyle,C,27,GSW,82,0,21.8,2.3,4.2,.536,0.0,0.0,.000,2.3,4.2,.538,.536,0.9,1.3,.673,2.1,3.8,6.0,0.5,0.5,2.5,0.9,2.6,5.4
Steve Francis,PG,25,HOU,81,81,41.0,7.0,16.2,.435,1.0,3.0,.354,6.0,13.2,.453,.468,5.9,7.3,.800,2.0,4.2,6.2,6.2,1.7,0.5,3.7,3.1,21.0
Lawrence Funderburke,PF,32,SAC,27,0,8.5,1.2,2.7,.444,0.0,0.0,,1.2,2.7,.444,.444,0.4,0.6,.588,0.6,1.4,2.0,0.3,0.0,0.4,0.2,0.9,2.7
Dan Gadzuric,C,24,MIL,49,30,15.5,1.4,3.0,.483,0.0,0.0,.000,1.4,2.9,.486,.483,0.6,1.1,.518,1.3,2.7,4.0,0.2,0.4,1.1,0.6,2.6,3.4
Kevin Garnett,PF,26,MIN,82,82,40.5,9.1,18.1,.502,0.2,0.9,.282,8.8,17.2,.513,.508,4.6,6.1,.751,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4,23.0
Pat Garrity,PF,26,ORL,81,53,31.9,3.9,9.2,.419,2.0,5.0,.396,1.9,4.2,.448,.528,1.0,1.2,.830,0.9,2.9,3.8,1.5,0.8,0.2,1.0,3.1,10.7
Pau Gasol,PF,22,MEM,82,82,36.0,6.9,13.6,.510,0.0,0.1,.100,6.9,13.5,.514,.510,5.1,6.9,.736,2.3,6.4,8.8,2.8,0.4,1.8,2.6,2.7,19.0
Devean George,SF,25,LAL,71,7,22.7,2.5,6.5,.390,0.7,1.9,.371,1.8,4.6,.398,.444,1.2,1.5,.790,1.3,2.7,4.0,1.3,0.8,0.5,0.9,2.5,6.9
Kendall Gill,SG,34,MIN,82,34,25.2,3.5,8.3,.422,0.2,0.7,.322,3.3,7.5,.432,.436,1.5,2.0,.764,0.6,2.4,3.0,1.9,1.0,0.2,1.3,2.1,8.7
Manu Ginobili,SG,25,SAS,69,5,20.7,2.5,5.8,.438,0.7,2.1,.345,1.8,3.6,.494,.503,1.8,2.5,.737,0.7,1.7,2.3,2.0,1.4,0.2,1.4,2.5,7.6
Gordan Giricek,SG-SF,25,TOT,76,62,28.3,4.6,10.6,.436,1.1,3.3,.341,3.5,7.3,.478,.489,2.0,2.4,.820,0.5,2.7,3.1,1.8,0.7,0.1,1.9,2.1,12.3
Gordan Giricek,SG,25,MEM,49,35,24.2,4.2,9.8,.433,0.9,2.7,.354,3.3,7.1,.463,.481,1.8,2.2,.822,0.4,1.8,2.2,1.4,0.4,0.1,1.9,2.1,11.2
Gordan Giricek,SF,25,ORL,27,27,35.6,5.3,12.0,.440,1.4,4.4,.328,3.9,7.6,.505,.500,2.3,2.8,.816,0.7,4.1,4.8,2.5,1.1,0.1,1.9,2.0,14.3
Dion Glover,SG,24,ATL,76,42,24.9,3.6,8.5,.427,0.7,2.1,.354,2.9,6.4,.451,.471,1.7,2.1,.784,0.8,2.9,3.7,1.9,0.9,0.2,1.4,1.9,9.7
Anthony Goldwire,PG,31,TOT,15,0,5.7,0.6,1.7,.360,0.2,0.6,.333,0.4,1.1,.375,.420,0.3,0.5,.571,0.0,0.4,0.4,0.3,0.2,0.0,0.4,0.4,1.7
Anthony Goldwire,PG,31,SAS,10,0,5.1,0.5,1.8,.278,0.2,0.8,.250,0.3,1.0,.300,.333,0.0,0.2,.000,0.0,0.3,0.3,0.3,0.3,0.0,0.2,0.5,1.2
Anthony Goldwire,PG,31,WAS,5,0,6.8,0.8,1.4,.571,0.2,0.2,1.000,0.6,1.2,.500,.643,0.8,1.0,.800,0.0,0.6,0.6,0.2,0.0,0.0,0.8,0.2,2.6
Drew Gooden,SF-PF,21,TOT,70,47,26.8,5.1,11.1,.457,0.2,0.7,.292,4.9,10.4,.468,.466,2.2,3.0,.712,2.3,4.2,6.5,1.2,0.8,0.5,2.1,2.5,12.5
Drew Gooden,SF,21,MEM,51,29,26.1,5.0,11.3,.443,0.3,0.9,.304,4.7,10.4,.455,.455,1.8,2.6,.697,2.1,3.7,5.8,1.2,0.7,0.4,2.1,2.4,12.1
Drew Gooden,PF,21,ORL,19,18,28.6,5.3,10.6,.498,0.0,0.1,.000,5.3,10.5,.503,.498,3.1,4.2,.738,3.1,5.4,8.4,1.1,0.8,0.7,2.4,2.7,13.6
Brian Grant,C,30,MIA,82,82,32.2,4.2,8.2,.509,0.0,0.0,,4.2,8.2,.509,.509,1.9,2.5,.771,2.9,7.3,10.2,1.3,0.8,0.6,1.6,3.7,10.3
Horace Grant,PF,37,ORL,5,1,17.0,2.6,5.0,.520,0.0,0.0,,2.6,5.0,.520,.520,0.0,0.0,,0.4,1.2,1.6,1.4,0.6,0.0,0.2,1.0,5.2
Adrian Griffin,SG,28,DAL,74,48,18.6,2.0,4.6,.433,0.1,0.3,.250,1.9,4.2,.447,.442,0.4,0.4,.844,1.2,2.4,3.6,1.4,1.0,0.1,0.6,2.1,4.4
Eddie Griffin,PF,20,HOU,77,66,24.5,3.5,8.8,.400,0.8,2.5,.333,2.7,6.3,.426,.447,0.8,1.2,.617,1.8,4.2,6.0,1.1,0.7,1.4,1.0,1.8,8.6
Tom Gugliotta,PF,33,PHO,27,11,16.6,2.2,4.9,.455,0.0,0.0,.000,2.2,4.9,.458,.455,0.3,0.3,1.000,0.9,2.8,3.7,1.1,0.5,0.2,1.1,1.3,4.8
A.J. Guyton,PG,24,GSW,2,0,4.5,0.0,2.0,.000,0.0,0.5,.000,0.0,1.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0
Marcus Haislip,PF,22,MIL,39,8,11.3,1.7,3.9,.431,0.1,0.3,.250,1.6,3.6,.447,.441,0.7,1.0,.684,0.5,0.8,1.4,0.2,0.2,0.5,0.5,1.4,4.1
Darvin Ham,SG,29,ATL,75,1,12.3,0.9,2.1,.447,0.0,0.0,.000,0.9,2.1,.455,.447,0.5,1.1,.481,1.0,1.1,2.0,0.5,0.2,0.3,0.9,1.7,2.4
Richard Hamilton,SG,24,DET,82,82,32.2,7.0,15.7,.443,0.4,1.5,.269,6.6,14.2,.461,.456,5.4,6.4,.833,1.1,2.8,3.9,2.5,0.8,0.2,2.4,3.0,19.7
Zendon Hamilton,C,27,TOR,3,0,4.0,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.7,0.7,1.000,0.3,1.0,1.3,0.0,0.3,0.0,0.3,0.7,2.0
Anfernee Hardaway,SG,31,PHO,58,51,30.6,4.4,9.9,.447,0.4,1.3,.356,4.0,8.6,.460,.469,1.3,1.7,.794,1.1,3.3,4.4,4.1,1.1,0.4,2.5,2.6,10.6
Tim Hardaway,PG,36,IND,10,0,12.7,1.8,4.9,.367,1.1,3.1,.355,0.7,1.8,.389,.480,0.2,0.4,.500,0.1,1.4,1.5,2.4,0.9,0.0,1.1,0.8,4.9
Matt Harpring,SF,26,UTA,78,69,32.8,6.7,13.1,.511,0.8,2.1,.413,5.8,11.0,.529,.543,3.4,4.2,.792,2.4,4.2,6.6,1.7,0.9,0.2,2.1,2.8,17.6
Adam Harrington,SG,22,TOT,19,0,5.8,0.6,1.9,.297,0.3,0.7,.357,0.3,1.2,.261,.365,0.2,0.2,.750,0.1,0.4,0.4,0.6,0.1,0.1,0.1,0.4,1.6
Adam Harrington,SG,22,DAL,13,0,2.8,0.3,1.3,.235,0.1,0.2,.333,0.2,1.1,.214,.265,0.2,0.2,1.000,0.0,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.8
Adam Harrington,SG,22,DEN,6,0,12.3,1.2,3.3,.350,0.7,1.8,.364,0.5,1.5,.333,.450,0.2,0.3,.500,0.2,0.8,1.0,1.7,0.2,0.0,0.0,1.0,3.2
Al Harrington,SF,22,IND,82,37,30.1,4.7,10.9,.434,0.2,0.6,.283,4.6,10.4,.442,.441,2.6,3.3,.770,1.9,4.3,6.2,1.5,0.9,0.4,2.0,3.4,12.2
Junior Harrington,PG,22,DEN,82,51,24.4,2.1,5.7,.362,0.1,0.3,.250,2.0,5.4,.369,.369,0.9,1.4,.652,0.5,2.5,3.0,3.4,1.0,0.2,1.9,3.0,5.1
Othella Harrington,PF,29,NYK,74,64,25.0,3.0,6.0,.508,0.0,0.0,,3.0,6.0,.508,.508,1.7,2.0,.820,2.2,4.2,6.4,0.8,0.2,0.3,1.2,3.1,7.7
Lucious Harris,SG,32,NJN,77,25,25.6,3.9,9.4,.413,0.6,1.8,.346,3.3,7.6,.429,.446,2.0,2.5,.804,0.8,2.2,3.0,2.0,0.7,0.1,0.9,1.2,10.3
Antonio Harvey,PF,32,ATL,4,0,8.0,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.0,0.0,,0.3,1.3,1.5,0.0,0.3,1.0,0.8,1.8,1.0
Donnell Harvey,SF,22,DEN,77,27,20.9,3.2,7.2,.446,0.0,0.1,.143,3.2,7.1,.450,.447,1.5,2.3,.670,1.6,3.7,5.3,1.3,0.6,0.4,1.6,2.6,7.9
Trenton Hassell,SG,23,CHI,82,53,24.4,1.8,4.8,.367,0.2,0.5,.325,1.6,4.3,.372,.384,0.5,0.7,.745,0.5,2.7,3.1,1.8,0.5,0.7,1.0,2.4,4.2
Kirk Haston,SF,23,NOH,12,0,4.8,0.2,1.4,.118,0.0,0.3,.000,0.2,1.2,.143,.118,0.2,0.3,.500,0.0,0.6,0.6,0.3,0.0,0.4,0.6,0.8,0.5
Juaquin Hawkins,SG,29,HOU,58,10,11.8,1.0,2.6,.385,0.2,0.4,.417,0.8,2.1,.379,.419,0.2,0.3,.500,0.3,1.1,1.3,0.8,0.5,0.1,0.5,1.0,2.3
Brendan Haywood,C,23,WAS,81,69,23.8,2.1,4.2,.510,0.0,0.0,,2.1,4.2,.510,.510,1.9,3.0,.633,2.4,2.6,5.0,0.4,0.4,1.5,0.8,2.8,6.2
Alan Henderson,C,30,ATL,82,3,18.2,1.9,4.0,.468,0.0,0.0,.000,1.9,4.0,.471,.468,1.1,1.7,.638,1.9,3.0,4.9,0.5,0.4,0.4,0.7,2.0,4.8
Nene Hilario,C,20,DEN,80,53,28.2,4.0,7.7,.519,0.0,0.0,.000,4.0,7.7,.521,.519,2.5,4.3,.578,2.6,3.5,6.1,1.9,1.6,0.8,2.3,3.7,10.5
Grant Hill,SF,30,ORL,29,29,29.1,5.2,10.6,.492,0.0,0.1,.250,5.2,10.4,.495,.493,4.1,5.0,.819,1.4,5.7,7.1,4.2,1.0,0.4,2.9,1.6,14.5
Tyrone Hill,PF,34,TOT,56,43,24.1,2.3,5.5,.422,0.0,0.0,,2.3,5.5,.422,.422,1.0,1.4,.675,2.3,4.7,7.0,0.7,0.8,0.5,1.2,3.1,5.6
Tyrone Hill,PF,34,CLE,32,25,26.7,2.7,6.2,.431,0.0,0.0,,2.7,6.2,.431,.431,1.0,1.4,.733,2.2,6.2,8.3,1.0,1.0,0.6,1.6,3.3,6.3
Tyrone Hill,PF,34,PHI,24,18,20.7,1.8,4.5,.404,0.0,0.0,,1.8,4.5,.404,.404,0.9,1.5,.600,2.3,2.8,5.2,0.4,0.6,0.3,0.7,2.8,4.5
Fred Hoiberg,SG,30,CHI,63,0,12.4,0.8,2.0,.389,0.1,0.3,.238,0.7,1.7,.419,.409,0.7,0.8,.820,0.2,2.0,2.2,1.1,0.6,0.1,0.4,0.9,2.3
Robert Horry,PF,32,LAL,80,26,29.3,2.3,6.0,.387,0.6,2.2,.288,1.7,3.7,.445,.440,1.3,1.7,.769,2.3,4.2,6.4,2.9,1.2,0.8,1.4,3.1,6.5
Eddie House,SG,24,MIA,55,7,18.6,3.1,8.1,.387,0.7,2.2,.300,2.5,5.9,.420,.428,0.6,0.7,.861,0.3,1.5,1.8,1.6,0.8,0.0,0.8,1.3,7.5
Allan Houston,SG,31,NYK,82,82,37.9,8.0,17.9,.445,2.2,5.5,.396,5.8,12.4,.467,.506,4.4,4.8,.919,0.3,2.5,2.8,2.7,0.7,0.1,2.2,2.3,22.5
Juwan Howard,PF,29,DEN,77,77,35.5,7.4,16.4,.450,0.0,0.1,.500,7.3,16.3,.449,.450,3.7,4.6,.803,2.4,5.2,7.6,3.0,1.0,0.4,2.5,3.1,18.4
Troy Hudson,PG,26,MIN,79,74,32.9,5.2,12.1,.428,1.2,3.4,.365,3.9,8.7,.452,.479,2.6,2.9,.900,0.5,1.8,2.3,5.7,0.8,0.1,2.3,2.0,14.2
Nate Huffman,C,27,TOR,7,0,10.9,1.3,3.6,.360,0.0,0.0,,1.3,3.6,.360,.360,0.7,1.1,.625,1.3,2.0,3.3,0.7,0.1,0.4,0.4,1.9,3.3
Larry Hughes,PG,24,WAS,67,56,31.9,5.2,11.1,.467,0.4,1.2,.367,4.7,9.9,.479,.487,2.0,2.8,.731,1.0,3.6,4.6,3.1,1.3,0.4,2.0,2.2,12.8
Ryan Humphrey,PF,23,TOT,48,1,9.3,0.7,2.5,.292,0.0,0.0,,0.7,2.5,.292,.292,0.5,0.8,.590,0.7,1.4,2.1,0.2,0.2,0.4,0.5,1.6,1.9
Ryan Humphrey,PF,23,ORL,35,1,9.2,0.7,2.4,.271,0.0,0.0,,0.7,2.4,.271,.271,0.5,0.8,.643,0.9,1.1,2.0,0.2,0.1,0.5,0.6,1.6,1.8
Ryan Humphrey,PF,23,MEM,13,0,9.4,0.9,2.7,.343,0.0,0.0,,0.9,2.7,.343,.343,0.4,0.8,.455,0.3,2.0,2.3,0.3,0.4,0.2,0.2,1.4,2.2
Lindsey Hunter,PG,32,TOR,29,0,23.2,3.7,10.4,.351,1.2,3.7,.318,2.5,6.7,.369,.407,1.2,1.6,.723,0.5,1.5,2.0,2.4,1.2,0.2,2.0,1.7,9.7
Steven Hunter,C,21,ORL,33,5,13.5,1.7,3.1,.544,0.0,0.0,,1.7,3.1,.544,.544,0.5,1.3,.409,1.2,1.7,2.8,0.2,0.3,1.1,0.5,1.7,3.9
Zydrunas Ilgauskas,C,27,CLE,81,81,30.0,6.1,13.9,.441,0.0,0.1,.000,6.1,13.8,.443,.441,4.9,6.3,.781,3.0,4.6,7.5,1.6,0.7,1.9,2.6,3.4,17.2
,SG,27,PHI,82,82,42.5,9.8,23.7,.414,1.0,3.7,.277,8.8,20.0,.440,.436,7.0,9.0,.774,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6
Bobby Jackson,PG,29,SAC,59,26,28.4,5.8,12.4,.464,1.5,4.0,.379,4.3,8.4,.505,.525,2.1,2.5,.846,1.0,2.7,3.7,3.1,1.2,0.1,1.8,2.1,15.2
Jermaine Jackson,SG,26,TOT,53,1,10.5,0.8,2.1,.364,0.0,0.2,.100,0.7,1.9,.390,.368,0.8,1.0,.727,0.4,0.7,1.1,1.4,0.4,0.1,0.6,1.0,2.3
Jermaine Jackson,SG,26,TOR,24,1,11.9,0.9,2.8,.309,0.0,0.4,.111,0.8,2.5,.339,.316,1.0,1.1,.852,0.4,0.6,1.0,1.6,0.4,0.1,0.8,1.0,2.8
Jermaine Jackson,SG,26,ATL,29,0,9.4,0.7,1.4,.452,0.0,0.0,.000,0.7,1.4,.463,.452,0.6,1.0,.607,0.3,0.8,1.1,1.2,0.3,0.1,0.5,0.9,1.9
Jim Jackson,SF,32,SAC,63,0,20.8,3.2,7.3,.442,0.5,1.1,.451,2.7,6.2,.440,.476,0.7,0.9,.855,1.3,2.8,4.2,1.9,0.5,0.1,1.3,2.1,7.7
Marc Jackson,C,28,MIN,77,0,13.5,2.0,4.5,.438,0.0,0.0,1.000,2.0,4.5,.437,.440,1.5,1.9,.765,1.1,1.8,2.9,0.5,0.3,0.4,0.8,1.8,5.5
Mark Jackson,PG,37,UTA,82,0,17.9,1.8,4.5,.398,0.3,1.2,.284,1.5,3.3,.438,.435,0.7,1.0,.763,0.4,1.7,2.1,4.6,0.6,0.0,1.9,1.1,4.7
Stephen Jackson,SG,24,SAS,80,58,28.2,4.5,10.2,.435,1.2,3.7,.320,3.3,6.5,.501,.493,1.7,2.3,.760,0.8,2.8,3.6,2.3,1.6,0.4,2.2,2.5,11.8
Casey Jacobsen,SF,21,PHO,72,0,15.9,1.7,4.5,.373,0.7,2.3,.315,1.0,2.3,.432,.453,1.0,1.5,.686,0.4,0.8,1.2,1.0,0.5,0.1,0.8,1.3,5.1
Jerome James,C,27,SEA,51,16,15.0,2.2,4.5,.478,0.0,0.0,,2.2,4.5,.478,.478,1.1,1.8,.587,1.5,2.7,4.2,0.5,0.2,1.6,1.5,3.3,5.4
Mike James,PG,27,MIA,78,8,22.1,2.8,7.5,.373,0.9,2.9,.294,1.9,4.6,.423,.430,1.3,1.8,.732,0.3,1.6,1.9,3.2,0.8,0.1,1.4,2.3,7.8
Antawn Jamison,SF,26,GSW,82,82,39.3,8.4,17.9,.470,0.8,2.5,.311,7.6,15.4,.496,.492,4.6,5.8,.789,2.4,4.7,7.0,1.9,0.9,0.5,2.2,2.4,22.2
Marko Jaric,SF,24,LAC,66,12,20.9,2.7,6.8,.401,0.8,2.5,.319,1.9,4.2,.450,.461,1.2,1.6,.752,0.5,1.9,2.4,2.9,1.5,0.2,1.6,1.9,7.4
Chris Jefferies,SF,22,TOR,51,10,13.1,1.5,3.8,.387,0.4,1.1,.333,1.1,2.7,.407,.433,0.6,0.8,.674,0.3,0.8,1.2,0.4,0.4,0.3,0.9,1.1,3.9
Richard Jefferson,SF,22,NJN,80,80,36.0,5.7,11.4,.501,0.1,0.3,.250,5.6,11.1,.507,.504,4.1,5.5,.743,1.9,4.6,6.4,2.5,1.0,0.6,2.0,2.7,15.5
Jared Jeffries,SF,21,WAS,20,1,14.6,1.5,3.2,.476,0.2,0.3,.500,1.4,2.9,.474,.500,0.8,1.5,.552,1.3,1.6,2.9,0.8,0.4,0.3,1.1,1.4,4.0
Anthony Johnson,PG,28,NJN,66,2,12.8,1.6,3.5,.446,0.2,0.5,.371,1.4,3.0,.459,.474,0.8,1.1,.689,0.2,1.0,1.2,1.3,0.6,0.1,0.6,1.4,4.1
Avery Johnson,PG,37,DAL,48,0,9.0,1.3,3.1,.420,0.0,0.0,.000,1.3,3.1,.426,.420,0.6,0.8,.769,0.2,0.4,0.6,1.3,0.3,0.0,0.6,0.5,3.3
Ervin Johnson,C,35,MIL,69,17,17.0,0.9,2.0,.452,0.0,0.0,,0.9,2.0,.452,.452,0.4,0.6,.682,1.7,2.6,4.3,0.3,0.5,0.9,0.5,2.6,2.2
Joe Johnson,SG,21,PHO,82,34,27.5,3.9,9.7,.397,0.9,2.5,.366,2.9,7.2,.408,.444,1.2,1.5,.774,0.7,2.5,3.2,2.6,0.8,0.2,1.3,1.7,9.8
Ken Johnson,C,24,MIA,16,0,9.8,0.9,2.3,.405,0.0,0.0,,0.9,2.3,.405,.405,0.1,0.4,.333,0.3,1.8,2.0,0.0,0.1,0.8,0.4,1.3,2.0
Damon Jones,PG,26,SAC,49,1,14.5,1.6,4.3,.381,0.9,2.5,.364,0.7,1.8,.404,.486,0.4,0.6,.741,0.2,1.2,1.4,1.6,0.4,0.1,0.5,0.9,4.6
Eddie Jones,SG,31,MIA,47,47,38.1,6.2,14.6,.423,2.1,5.1,.407,4.1,9.5,.432,.494,4.0,4.9,.822,0.7,4.1,4.8,3.7,1.4,0.7,1.8,2.9,18.5
Fred Jones,SG,23,IND,19,1,6.1,0.5,1.3,.375,0.1,0.4,.286,0.4,0.9,.412,.417,0.2,0.2,.750,0.2,0.3,0.5,0.3,0.3,0.1,0.3,0.7,1.2
Jumaine Jones,SF,23,CLE,80,12,27.6,3.9,8.9,.434,1.4,3.9,.354,2.5,5.0,.497,.512,0.7,1.0,.687,1.3,3.7,5.1,1.4,0.8,0.3,1.3,2.2,9.8
Popeye Jones,PF,32,DAL,26,0,8.5,0.9,2.4,.387,0.0,0.0,,0.9,2.4,.387,.387,0.2,0.4,.455,1.1,1.2,2.3,0.3,0.2,0.0,0.6,1.2,2.0
,SF,39,WAS,82,67,37.0,8.3,18.6,.445,0.2,0.7,.291,8.1,18.0,.450,.450,3.2,4.0,.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0
Shawn Kemp,C,33,ORL,79,55,20.7,2.7,6.4,.418,0.0,0.0,.000,2.7,6.4,.419,.418,1.5,2.0,.742,1.9,3.8,5.7,0.7,0.8,0.4,1.3,3.0,6.8
Steve Kerr,PG,37,SAS,75,0,12.7,1.5,3.4,.430,0.7,1.7,.395,0.8,1.8,.462,.525,0.4,0.5,.882,0.2,0.6,0.8,0.9,0.4,0.0,0.5,0.7,4.0
Jason Kidd,PG,29,NJN,80,80,37.4,6.4,15.6,.414,1.6,4.6,.341,4.9,10.9,.445,.465,4.2,5.0,.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7
Andrei Kirilenko,SF,21,UTA,80,11,27.7,3.9,8.0,.491,0.5,1.4,.325,3.5,6.6,.527,.519,3.7,4.6,.800,1.8,3.4,5.3,1.7,1.5,2.2,1.7,2.3,12.0
Kerry Kittles,SG,28,NJN,65,57,30.0,5.1,10.9,.467,1.2,3.4,.356,3.9,7.6,.516,.522,1.6,2.1,.785,0.8,3.1,3.9,2.6,1.6,0.5,0.8,1.7,13.0
